1884.11.02_Lloyd'sWeeklyNewspaper_0002,1884.11.01_TheLeedsMercury_0007
1884.12.16_TheBelfastNews-Letter_0002,1884.11.22_TheIpswichJournal_0002
1884.12.16_TheBelfastNews-Letter_0003,1884.11.29_NorthWalesChronicle_0002
1884.12.16_TheBelfastNews-Letter_0006,1884.11.05_BirminghamDailyPost_0006
1884.12.16_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1884.12.16_TheLeedsMercury_0006,1884.11.18_BirminghamDailyPost_0006
1884.12.16_WesternMail_0004,1884.11.28_TheHullPacketandEastRidingTimes_0002
1884.12.17_AberdeenWeeklyJournal_0003,1884.11.27_GlasgowHerald_0007
1884.12.17_BaneracAmserauCymru_0015,1884.11.07_TheHullPacketandEastRidingTimes_0006
1884.12.17_BirminghamDailyPost_0004,1884.11.19_TheDerbyMercury_0004
1884.12.17_BirminghamDailyPost_0006,1884.11.14_TheLeedsMercury_0006
1884.12.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1884.12.17_GlasgowHerald_0005,1884.11.05_BirminghamDailyPost_0006
1884.12.17_NorthernEcho_0004,1884.11.29_GlasgowHerald_0003
1884.12.17_TheBelfastNews-Letter_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.17_TheBelfastNews-Letter_0003,1884.11.19_TheDerbyMercury_0004
1884.12.17_TheBelfastNews-Letter_0006,1884.11.27_GlasgowHerald_0007
1884.12.17_TheBristolMercuryandDailyPost_0007,1884.11.07_TheLeedsMercury_0006
1884.12.17_TheDerbyMercury_0001,1884.11.01_Jackson'sOxfordJournal_0002
1884.12.17_TheDerbyMercury_0004,1884.11.24_TheLeedsMercury_0001
1884.12.17_TheDerbyMercury_0007,1884.11.07_TheHullPacketandEastRidingTimes_0007
1884.12.17_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1884.12.17_ThePallMallGazette_0012,1884.11.15_TheEra_0012
1884.12.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.13_TheBelfastNews-Letter_0002
1884.12.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.22_Jackson'sOxfordJournal_0008
1884.12.18_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1884.12.18_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.18_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.14_TheLeedsMercury_0001
1884.12.18_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1884.12.18_NorthernEcho_0004,1884.11.05_BirminghamDailyPost_0006
1884.12.18_TheBelfastNews-Letter_0002,1884.11.22_TheIpswichJournal_0002
1884.12.18_TheBelfastNews-Letter_0006,1884.11.27_AberdeenWeeklyJournal_0003
1884.12.18_TheBelfastNews-Letter_0008,1884.11.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.12.18_TheBristolMercuryandDailyPost_0007,1884.11.06_TheBelfastNews-Letter_0006
1884.12.18_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.18_TheLeedsMercury_0003,1884.11.30_Lloyd'sWeeklyNewspaper_0011
1884.12.18_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1884.12.18_ThePallMallGazette_0015,1884.11.11_TheBelfastNews-Letter_0002
1884.12.19_BirminghamDailyPost_0001,1884.11.27_TheLeedsMercury_0001
1884.12.19_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.19_DailyNews_0006,1884.11.20_AberdeenWeeklyJournal_0003
1884.12.19_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1884.12.19_GlasgowHerald_0009,1884.11.14_TheLeedsMercury_0003
1884.12.19_TheBelfastNews-Letter_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.19_TheBelfastNews-Letter_0006,1884.11.21_TheLeedsMercury_0006
1884.12.19_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1884.12.19_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1884.12.19_TheHullPacketandEastRidingTimes_0003,1884.11.29_TheIllustratedPoliceNewsetc_0004
1884.12.19_TheHullPacketandEastRidingTimes_0007,1884.11.08_Jackson'sOxfordJournal_0008
1884.12.19_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.19_TheLeedsMercury_0003,1884.11.15_HampshireTelegraphandSussexChronicleetc_0002
1884.12.19_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1884.12.20_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.12.20_AberdeenWeeklyJournal_0008,1884.11.29_NorthWalesChronicle_0002
1884.12.20_BaneracAmserauCymru_0008,1884.11.08_YGoleuad_0016
1884.12.20_BirminghamDailyPost_0002,1884.11.27_TheLeedsMercury_0001
1884.12.20_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.20_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.11_GlasgowHerald_0007
1884.12.20_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.22_TheBelfastNews-Letter_0002
1884.12.20_GlasgowHerald_0002,1884.11.03_TheLeedsMercury_0002
1884.12.20_GlasgowHerald_0007,1884.11.28_TheLeedsMercury_0006
1884.12.20_HampshireTelegraphandSussexChronicleetc_0003,1884.11.29_TheIllustratedPoliceNewsetc_0004
1884.12.20_Jackson'sOxfordJournal_0002,1884.11.08_TheIpswichJournal_0002
1884.12.20_Jackson'sOxfordJournal_0003,1884.11.25_BirminghamDailyPost_0006
1884.12.20_Jackson'sOxfordJournal_0007,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1884.12.20_Jackson'sOxfordJournal_0008,1884.11.29_TheIpswichJournal_0008
1884.12.20_NorthernEcho_0004,1884.11.14_BirminghamDailyPost_0006
1884.12.20_NorthWalesChronicle_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1884.12.20_TheBelfastNews-Letter_0001,1884.11.08_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.12.20_TheBelfastNews-Letter_0002,1884.11.22_TheIpswichJournal_0002
1884.12.20_TheBelfastNews-Letter_0006,1884.11.06_TheLeedsMercury_0006
1884.12.20_TheEra_0012,1884.11.23_Reynolds'sNewspaper_0004
1884.12.20_TheIllustratedPoliceNewsetc_0004,1884.11.29_TheLeedsMercury_S0007
1884.12.20_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1884.12.20_TheIpswichJournal_0008,1884.11.29_Jackson'sOxfordJournal_0008
1884.12.20_TheIpswichJournal_0009,1884.11.21_TheHullPacketandEastRidingTimes_0003
1884.12.20_TheIpswichJournal_0010,1884.11.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1884.12.20_TheLeedsMercury_0002,1884.11.22_TheIpswichJournal_0006
1884.12.20_TheLeedsMercury_0005,1884.11.01_BirminghamDailyPost_0006
1884.12.20_TheLeedsMercury_0011,1884.11.11_GlasgowHerald_0007
1884.12.20_TheLeedsMercury_S0003,1884.11.29_TheIllustratedPoliceNewsetc_0004
1884.12.20_TheLeedsMercury_S0004,1884.11.18_BirminghamDailyPost_0002
1884.12.20_TheLeedsMercury_S0007,1884.11.08_HampshireTelegraphandSussexChronicleetc_0003
1884.12.20_YGoleuad_0016,1884.11.05_BaneracAmserauCymru_0015
1884.12.21_Reynolds'sNewspaper_0004,1884.11.22_TheEra_0014
1884.12.22_AberdeenWeeklyJournal_0003,1884.11.27_GlasgowHerald_0007
1884.12.22_AberdeenWeeklyJournal_0008,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.22_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1884.12.22_GlasgowHerald_0002,1884.11.29_NorthWalesChronicle_0002
1884.12.22_GlasgowHerald_0005,1884.11.05_BirminghamDailyPost_0006
1884.12.22_NorthernEcho_0004,1884.11.14_TheLeedsMercury_0006
1884.12.22_TheBelfastNews-Letter_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1884.12.22_TheBelfastNews-Letter_0006,1884.11.10_BirminghamDailyPost_0006
1884.12.22_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1884.12.22_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.22_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1884.12.23_BirminghamDailyPost_0006,1884.11.04_TheLeedsMercury_0006
1884.12.23_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.27_GlasgowHerald_0007
1884.12.23_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1884.12.23_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.12.23_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1884.12.23_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1884.12.23_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1884.12.24_AberdeenWeeklyJournal_0002,1884.11.29_NorthWalesChronicle_0002
1884.12.24_BaneracAmserauCymru_0009,1884.11.07_TheLeedsMercury_0006
1884.12.24_BaneracAmserauCymru_0015,1884.11.07_TheHullPacketandEastRidingTimes_0006
1884.12.24_BirminghamDailyPost_0001,1884.11.27_TheLeedsMercury_0001
1884.12.24_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.24_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.06_GlasgowHerald_0007
1884.12.24_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1884.12.24_LiverpoolMercuryetc_0008,1884.11.11_GlasgowHerald_0007
1884.12.24_TheBelfastNews-Letter_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.24_TheBelfastNews-Letter_0003,1884.11.19_TheDerbyMercury_0004
1884.12.24_TheBelfastNews-Letter_0006,1884.11.28_TheLeedsMercury_0006
1884.12.24_TheBristolMercuryandDailyPost_0007,1884.11.06_TheBelfastNews-Letter_0006
1884.12.24_TheDerbyMercury_0001,1884.11.01_Jackson'sOxfordJournal_0002
1884.12.24_TheDerbyMercury_0004,1884.11.24_TheLeedsMercury_0001
1884.12.24_TheDerbyMercury_0007,1884.11.07_TheHullPacketandEastRidingTimes_0007
1884.12.24_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1884.12.24_TheHullPacketandEastRidingTimes_0003,1884.11.29_TheIllustratedPoliceNewsetc_0004
1884.12.24_TheHullPacketandEastRidingTimes_0007,1884.11.22_TheLeedsMercury_S0004
1884.12.24_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.24_TheLeedsMercury_0006,1884.11.20_GlasgowHerald_0007
1884.12.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.11.29_NorthWalesChronicle_0002
1884.12.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1884.12.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.26_TheDerbyMercury_0007
1884.12.25_AberdeenWeeklyJournal_0003,1884.11.12_GlasgowHerald_0005
1884.12.25_BirminghamDailyPost_0007,1884.11.11_GlasgowHerald_0007
1884.12.25_DailyNews_0006,1884.11.05_BirminghamDailyPost_0006
1884.12.25_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1884.12.25_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.12.25_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1884.12.26_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1884.12.26_TheBristolMercuryandDailyPost_0007,1884.11.15_TheBelfastNews-Letter_0008
1884.12.26_TheLeedsMercury_0001,1884.11.29_Jackson'sOxfordJournal_0002
1884.12.26_TheLeedsMercury_0002,1884.11.15_HampshireTelegraphandSussexChronicleetc_0002
1884.12.26_TheLeedsMercury_0006,1884.11.21_TheBelfastNews-Letter_0006
1884.12.27_GlasgowHerald_0007,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.12.27_HampshireTelegraphandSussexChronicleetc_0003,1884.11.29_TheLeedsMercury_S0004
1884.12.27_HampshireTelegraphandSussexChronicleetc_0007,1884.11.29_TheIllustratedPoliceNewsetc_0004
1884.12.27_Jackson'sOxfordJournal_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1884.12.27_Jackson'sOxfordJournal_0003,1884.11.18_BirminghamDailyPost_0006
1884.12.27_Jackson'sOxfordJournal_0004,1884.11.19_TheDerbyMercury_0001
1884.12.27_Jackson'sOxfordJournal_0008,1884.11.26_TheDerbyMercury_0007
1884.12.27_NorthWalesChronicle_0002,1884.11.04_TheBelfastNews-Letter_0003
1884.12.27_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.12.27_TheBristolMercuryandDailyPost_0003,1884.11.18_BirminghamDailyPost_0002
1884.12.27_TheIllustratedPoliceNewsetc_0004,1884.11.29_TheLeedsMercury_S0007
1884.12.27_TheIpswichJournal_0001,1884.11.15_Jackson'sOxfordJournal_0003
1884.12.27_TheIpswichJournal_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.12.27_TheIpswichJournal_0003,1884.11.29_TheBristolMercuryandDailyPost_0004
1884.12.27_TheIpswichJournal_0008,1884.11.26_TheDerbyMercury_0007
1884.12.27_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.27_TheLeedsMercury_0002,1884.11.14_TheHullPacketandEastRidingTimes_0001
1884.12.27_TheLeedsMercury_0011,1884.11.18_TheBelfastNews-Letter_0004
1884.12.27_TheLeedsMercury_S0007,1884.11.08_TheIpswichJournal_S0002
1884.12.27_WesternMail_0004,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.28_Lloyd'sWeeklyNewspaper_0011,1884.11.29_TheLeedsMercury_S0004
1884.12.29_BirminghamDailyPost_0006,1884.11.14_TheLeedsMercury_0006
1884.12.29_DailyNews_0007,1884.11.04_BirminghamDailyPost_0006
1884.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.28_TheLeedsMercury_0006
1884.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.15_TheBelfastNews-Letter_0008
1884.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.22_NorthWalesChronicle_0002
1884.12.29_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1884.12.29_GlasgowHerald_0008,1884.11.11_TheBelfastNews-Letter_0002
1884.12.29_NorthernEcho_0002,1884.11.15_BirminghamDailyPost_0006
1884.12.29_TheBelfastNews-Letter_0001,1884.11.19_TheDerbyMercury_0004
1884.12.29_TheBelfastNews-Letter_0002,1884.11.29_GlasgowHerald_0002
1884.12.29_TheBelfastNews-Letter_0006,1884.11.08_TheLeedsMercury_0011
1884.12.29_TheBristolMercuryandDailyPost_0004,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.29_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.29_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1884.12.30_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.12.30_BirminghamDailyPost_0001,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.12.30_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.30_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1884.12.30_GlasgowHerald_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.12.30_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1884.12.30_NorthernEcho_0002,1884.11.05_BirminghamDailyPost_0006
1884.12.30_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.12.30_TheBelfastNews-Letter_0003,1884.11.29_NorthWalesChronicle_0002
1884.12.30_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1884.12.30_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1884.12.30_TheIpswichJournal_0004,1884.11.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1884.12.30_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1884.12.30_TheLeedsMercury_0007,1884.11.25_BirminghamDailyPost_0006
1884.12.30_WesternMail_0004,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.12.31_AberdeenWeeklyJournal_0003,1884.11.29_GlasgowHerald_0003
1884.12.31_BaneracAmserauCymru_0015,1884.11.07_TheHullPacketandEastRidingTimes_0006
1884.12.31_BirminghamDailyPost_0001,1884.11.03_TheLeedsMercury_0002
1884.12.31_BirminghamDailyPost_0004,1884.11.01_TheLeedsMercury_S0004
1884.12.31_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.12.31_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1884.12.31_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.22_TheBelfastNews-Letter_0002
1884.12.31_GlasgowHerald_0005,1884.11.28_TheLeedsMercury_0006
1884.12.31_NorthernEcho_0002,1884.11.24_BirminghamDailyPost_0006
1884.12.31_TheBelfastNews-Letter_0002,1884.11.06_TheLeedsMercury_0003
1884.12.31_TheBelfastNews-Letter_0003,1884.11.27_GlasgowHerald_0007
1884.12.31_TheBristolMercuryandDailyPost_0004,1884.11.22_NorthWalesChronicle_0002
1884.12.31_TheBristolMercuryandDailyPost_0007,1884.11.07_TheLeedsMercury_0006
1884.12.31_TheDerbyMercury_0001,1884.11.01_Jackson'sOxfordJournal_0002
1884.12.31_TheDerbyMercury_0004,1884.11.24_TheLeedsMercury_0001
1884.12.31_TheLeedsMercury_0001,1884.11.11_TheBelfastNews-Letter_0002
1884.12.31_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1884.12.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.11.01_NorthWalesChronicle_0006
1885.01.01_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1885.01.01_GlasgowHerald_0003,1884.11.12_TheBelfastNews-Letter_0006
1885.01.01_GlasgowHerald_0007,1884.11.20_TheLeedsMercury_0006
1885.01.01_GlasgowHerald_0008,1884.11.14_TheLeedsMercury_0001
1885.01.01_LiverpoolMercuryetc_0008,1884.11.29_GlasgowHerald_0003
1885.01.01_TheBelfastNews-Letter_0001,1884.11.29_NorthWalesChronicle_0002
1885.01.01_TheBelfastNews-Letter_0002,1884.11.25_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.01.01_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1885.01.01_TheBristolMercuryandDailyPost_0001,1884.11.01_Jackson'sOxfordJournal_0002
1885.01.01_TheBristolMercuryandDailyPost_0004,1884.11.29_NorthWalesChronicle_0002
1885.01.01_TheBristolMercuryandDailyPost_0007,1884.11.24_TheBelfastNews-Letter_0006
1885.01.01_TheLeedsMercury_0006,1884.11.04_GlasgowHerald_0007
1885.01.02_LiverpoolMercuryetc_0001,1884.11.18_BirminghamDailyPost_0006
1885.01.02_TheBristolMercuryandDailyPost_0004,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.01.02_TheHullPacketandEastRidingTimes_0002,1884.11.22_TheIpswichJournal_0002
1885.01.02_TheHullPacketandEastRidingTimes_0006,1884.11.29_TheIllustratedPoliceNewsetc_0004
1885.01.02_TheHullPacketandEastRidingTimes_0007,1884.11.15_Jackson'sOxfordJournal_0008
1885.01.03_BirminghamDailyPost_0006,1884.11.28_TheLeedsMercury_0006
1885.01.03_DailyNews_0007,1884.11.01_BirminghamDailyPost_0006
1885.01.03_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.24_TheLeedsMercury_0001
1885.01.03_GlasgowHerald_0002,1884.11.03_TheLeedsMercury_0002
1885.01.03_GlasgowHerald_0006,1884.11.12_TheBelfastNews-Letter_0006
1885.01.03_GlasgowHerald_0007,1884.11.14_TheLeedsMercury_0006
1885.01.03_HampshireTelegraphandSussexChronicleetc_0007,1884.11.08_TheIpswichJournal_S0002
1885.01.03_Jackson'sOxfordJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.01.03_Jackson'sOxfordJournal_0003,1884.11.25_BirminghamDailyPost_0006
1885.01.03_Jackson'sOxfordJournal_0008,1884.11.22_TheIpswichJournal_0008
1885.01.03_LiverpoolMercuryetc_0003,1884.11.18_BirminghamDailyPost_0006
1885.01.03_LiverpoolMercuryetc_0006,1884.11.27_GlasgowHerald_0007
1885.01.03_LiverpoolMercuryetc_0008,1884.11.07_TheLeedsMercury_0006
1885.01.03_NorthernEcho_0004,1884.11.05_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.01.03_NorthWalesChronicle_0002,1884.11.04_TheBelfastNews-Letter_0003
1885.01.03_TheBelfastNews-Letter_0006,1884.11.08_TheLeedsMercury_0011
1885.01.03_TheBristolMercuryandDailyPost_0003,1884.11.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.01.03_TheBristolMercuryandDailyPost_0008,1884.11.15_TheBelfastNews-Letter_0008
1885.01.03_TheEra_0012,1884.11.23_Reynolds'sNewspaper_0004
1885.01.03_TheIllustratedPoliceNewsetc_0004,1884.11.08_TheIpswichJournal_S0002
1885.01.03_TheIpswichJournal_0002,1884.11.28_TheHullPacketandEastRidingTimes_0002
1885.01.03_TheIpswichJournal_0003,1884.11.21_TheHullPacketandEastRidingTimes_0003
1885.01.03_TheIpswichJournal_0007,1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1885.01.03_TheIpswichJournal_0008,1884.11.08_Jackson'sOxfordJournal_0008
1885.01.03_TheLeedsMercury_0005,1884.11.15_BirminghamDailyPost_0006
1885.01.03_TheLeedsMercury_0011,1884.11.05_Freeman'sJournalandDailyCommercialAdvertiser_0003
1885.01.03_TheLeedsMercury_0012,1884.11.21_TheHullPacketandEastRidingTimes_0001
1885.01.03_TheLeedsMercury_S0004,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.01.03_ThePallMallGazette_0014,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.01.03_ThePrestonGuardianetc_0002,1884.11.01_TheLeedsMercury_S0007
1885.01.03_ThePrestonGuardianetc_0004,1884.11.29_TheLeedsMercury_S0004
1885.01.03_ThePrestonGuardianetc_0008,1884.11.21_TheHullPacketandEastRidingTimes_0002
1885.01.05_BirminghamDailyPost_0006,1884.11.11_GlasgowHerald_0007
1885.01.05_DailyNews_0007,1884.11.06_GlasgowHerald_0007
1885.01.05_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.05_BirminghamDailyPost_0006
1885.01.05_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1885.01.05_GlasgowHerald_0008,1884.11.14_TheLeedsMercury_0001
1885.01.05_LiverpoolMercuryetc_0001,1884.11.18_BirminghamDailyPost_0006
1885.01.05_LiverpoolMercuryetc_0006,1884.11.20_GlasgowHerald_0007
1885.01.05_LiverpoolMercuryetc_0008,1884.11.14_TheLeedsMercury_0006
1885.01.05_NorthernEcho_0002,1884.11.13_BirminghamDailyPost_0006
1885.01.05_TheBelfastNews-Letter_0002,1884.11.29_GlasgowHerald_0002
1885.01.05_TheBelfastNews-Letter_0006,1884.11.12_TheBristolMercuryandDailyPost_0007
1885.01.05_TheBristolMercuryandDailyPost_0004,1884.11.29_GlasgowHerald_0002
1885.01.05_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1885.01.05_TheLeedsMercury_0001,1884.11.29_GlasgowHerald_0002
1885.01.05_TheLeedsMercury_0006,1884.11.06_GlasgowHerald_0007
1885.01.06_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1885.01.06_BirminghamDailyPost_0006,1884.11.04_TheLeedsMercury_0006
1885.01.06_DailyNews_0007,1884.11.05_BirminghamDailyPost_0006
1885.01.06_GlasgowHerald_0002,1884.11.14_TheLeedsMercury_0001
1885.01.06_GlasgowHerald_0006,1884.11.24_TheBelfastNews-Letter_0006
1885.01.06_GlasgowHerald_0007,1884.11.14_TheLeedsMercury_0006
1885.01.06_LiverpoolMercuryetc_0006,1884.11.11_GlasgowHerald_0007
1885.01.06_LiverpoolMercuryetc_0008,1884.11.29_GlasgowHerald_0003
1885.01.06_TheBelfastNews-Letter_0002,1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008
1885.01.06_TheBelfastNews-Letter_0006,1884.11.18_BirminghamDailyPost_0006
1885.01.06_TheBristolMercuryandDailyPost_0004,1884.11.14_TheHullPacketandEastRidingTimes_0002
1885.01.06_TheBristolMercuryandDailyPost_0007,1884.11.10_TheBelfastNews-Letter_0006
1885.01.06_TheIpswichJournal_0004,1884.11.04_TheLeedsMercury_0006
1885.01.06_TheLeedsMercury_0001,1884.11.14_TheHullPacketandEastRidingTimes_0001
1885.01.06_TheLeedsMercury_0006,1884.11.18_BirminghamDailyPost_0006
1885.01.07_AberdeenWeeklyJournal_0003,1884.11.14_TheLeedsMercury_0006
1885.01.07_AberdeenWeeklyJournal_0008,1884.11.07_TheHullPacketandEastRidingTimes_0002
1885.01.07_BirminghamDailyPost_0006,1884.11.27_DailyNews_0006
1885.01.07_DailyNews_0006,1884.11.05_BirminghamDailyPost_0006
1885.01.07_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1885.01.07_GlasgowHerald_0003,1884.11.07_TheLeedsMercury_0006
1885.01.07_LiverpoolMercuryetc_0006,1884.11.20_GlasgowHerald_0007
