1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.03.13_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.13_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.03.13_TheLeedsMercury_0007,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.03.14_BirminghamDailyPost_0004,1882.02.24_TheLeedsMercury_0006
1882.03.14_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.14_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.08_TheBelfastNews-Letter_0002
1882.03.14_GlasgowHerald_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.03.14_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.03.14_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.03.14_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.03.14_TheBelfastNews-Letter_0001,1882.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.03.14_TheBelfastNews-Letter_0003,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.03.14_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.03.14_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.14_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.03.14_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.03.14_WesternMail_0004,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.03.15_BaneracAmserauCymru_0015,1882.02.04_YGoleuad_0016
1882.03.15_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.03.15_DailyNews_0007,1882.02.20_GlasgowHerald_0005
1882.03.15_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.12_Reynolds'sNewspaper_0007
1882.03.15_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.03.15_LiverpoolMercuryetc_0006,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.03.15_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.03.15_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.03.15_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.03.15_TheDerbyMercury_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.03.15_TheDerbyMercury_0004,1882.02.25_TheEra_0002
1882.03.15_TheDerbyMercury_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.15_TheLeedsMercury_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.03.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.12_Reynolds'sNewspaper_0007
1882.03.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.03.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.25_TheIpswichJournal_0009
1882.03.15_WesternMail_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.03.16_BirminghamDailyPost_0008,1882.02.04_LiverpoolMercuryetc_0008
1882.03.16_DailyNews_0007,1882.02.20_LiverpoolMercuryetc_0008
1882.03.16_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.03.16_LiverpoolMercuryetc_0003,1882.02.13_TheLeedsMercury_0001
1882.03.16_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.03.16_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.16_TheBelfastNews-Letter_0002,1882.02.12_Reynolds'sNewspaper_0007
1882.03.16_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.03.16_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.16_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.03.16_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.03.16_TheLeedsMercury_0008,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.03.16_ThePallMallGazette_0006,1882.02.18_TheIpswichJournal_S0004
1882.03.16_WesternMail_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.03.16_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.03.17_BirminghamDailyPost_0001,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.17_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.17_DailyNews_0006,1882.02.18_LiverpoolMercuryetc_0008
1882.03.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.03.17_GlasgowHerald_0005,1882.02.24_LiverpoolMercuryetc_0008
1882.03.17_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.17_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.03.17_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.17_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.17_TheHullPacketandEastRidingTimes_0004,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.17_TheLeedsMercury_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.03.18_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.18_GlasgowHerald_0007,1882.02.20_LiverpoolMercuryetc_0008
1882.03.18_HampshireTelegraphandSussexChronicleetc_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.03.18_HampshireTelegraphandSussexChronicleetc_0006,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.18_Jackson'sOxfordJournal_0002,1882.02.25_TheIpswichJournal_0002
1882.03.18_Jackson'sOxfordJournal_0003,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.03.18_LiverpoolMercuryetc_0006,1882.02.28_TheBristolMercuryandDailyPost_0007
1882.03.18_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.18_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.03.18_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.03.18_TheEra_0003,1882.02.02_WesternMail_0004
1882.03.18_TheGraphic_0026,1882.02.15_TheDerbyMercury_0004
1882.03.18_TheIpswichJournal_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.18_TheIpswichJournal_0006,1882.02.03_TheHullPacketandEastRidingTimes_0001
1882.03.18_TheIpswichJournal_0009,1882.02.25_Jackson'sOxfordJournal_0006
1882.03.18_TheLeedsMercury_0006,1882.02.18_LiverpoolMercuryetc_0006
1882.03.18_TheLeedsMercury_0009,1882.02.24_BirminghamDailyPost_0006
1882.03.18_TheLeedsMercury_0011,1882.02.04_LiverpoolMercuryetc_0008
1882.03.18_TheLeedsMercury_S0004,1882.02.10_LiverpoolMercuryetc_0008
1882.03.18_WesternMail_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.03.18_YGoleuad_0014,1882.02.08_BaneracAmserauCymru_0012
1882.03.18_YGoleuad_0015,1882.02.22_BaneracAmserauCymru_0016
1882.03.19_Reynolds'sNewspaper_0004,1882.02.18_TheEra_0012
1882.03.19_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.03.20_AberdeenWeeklyJournal_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.03.20_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.20_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.15_LiverpoolMercuryetc_0008
1882.03.20_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.03.20_LiverpoolMercuryetc_0006,1882.02.13_DailyNews_0003
1882.03.20_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.20_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.03.20_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.20_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.20_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.03.20_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.03.21_AberdeenWeeklyJournal_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.03.21_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.21_DailyNews_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.03.21_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.03.21_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.21_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.03.21_TheBristolMercuryandDailyPost_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.03.21_TheLeedsMercury_0001,1882.02.24_BirminghamDailyPost_0001
1882.03.21_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.03.22_AberdeenWeeklyJournal_0003,1882.02.23_LiverpoolMercuryetc_0008
1882.03.22_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.03.22_BirminghamDailyPost_0001,1882.02.16_TheLeedsMercury_0001
1882.03.22_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.22_DailyNews_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.03.22_GlasgowHerald_0005,1882.02.08_LiverpoolMercuryetc_0008
1882.03.22_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.03.22_TheBelfastNews-Letter_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.03.22_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.03.22_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.03.22_TheDerbyMercury_0004,1882.02.25_Jackson'sOxfordJournal_0003
1882.03.22_TheDerbyMercury_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.03.22_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.22_TheLeedsMercury_0004,1882.02.18_LiverpoolMercuryetc_0006
1882.03.22_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.03.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.03.22_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.03.23_AberdeenWeeklyJournal_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.03.23_BirminghamDailyPost_0005,1882.02.25_LiverpoolMercuryetc_0008
1882.03.23_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.03_TheBelfastNews-Letter_0001
1882.03.23_GlasgowHerald_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.03.23_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.03.23_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.03.23_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.03.23_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.23_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.23_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.03.23_ThePallMallGazette_0006,1882.02.18_TheIpswichJournal_S0004
1882.03.23_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.03.24_AberdeenWeeklyJournal_0003,1882.02.11_GlasgowHerald_0003
1882.03.24_BirminghamDailyPost_0001,1882.02.23_TheLeedsMercury_0001
1882.03.24_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.24_DailyNews_0007,1882.02.11_GlasgowHerald_0003
1882.03.24_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.03.24_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.03.24_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.03.24_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.03.24_TheHullPacketandEastRidingTimes_0001,1882.02.11_TheIpswichJournal_0006
1882.03.24_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.24_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.03.24_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.24_TheLeedsMercury_0004,1882.02.25_LiverpoolMercuryetc_0006
1882.03.24_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.03.24_WesternMail_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.24_WesternMail_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.03.25_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.03.25_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.25_DailyNews_0007,1882.02.27_LiverpoolMercuryetc_0008
1882.03.25_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.03.25_HampshireTelegraphandSussexChronicleetc_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.25_Jackson'sOxfordJournal_0002,1882.02.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.25_LiverpoolMercuryetc_0006,1882.02.28_TheBristolMercuryandDailyPost_0007
1882.03.25_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.03.25_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.03.25_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.25_TheEra_0002,1882.02.08_TheDerbyMercury_0004
1882.03.25_TheIpswichJournal_0002,1882.02.04_Jackson'sOxfordJournal_0002
1882.03.25_TheIpswichJournal_0004,1882.02.11_Jackson'sOxfordJournal_0003
1882.03.25_TheIpswichJournal_0005,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.25_TheLeedsMercury_0011,1882.02.10_LiverpoolMercuryetc_0008
1882.03.25_TheLeedsMercury_S0004,1882.02.15_TheDerbyMercury_0004
1882.03.25_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.03.25_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.03.26_Lloyd'sWeeklyNewspaper_0011,1882.02.05_Reynolds'sNewspaper_0006
1882.03.27_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.03.27_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.27_DailyNews_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.03.27_GlasgowHerald_0005,1882.02.24_LiverpoolMercuryetc_0008
1882.03.27_LiverpoolMercuryetc_0006,1882.02.27_NorthernEcho_0002
1882.03.27_LiverpoolMercuryetc_0008,1882.02.25_TheBelfastNews-Letter_0006
1882.03.27_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.03.27_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.27_TheLeedsMercury_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.03.27_TheLeedsMercury_0004,1882.02.06_LiverpoolMercuryetc_0006
1882.03.27_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.03.27_TheLeedsMercury_0007,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.03.27_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.03.28_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.03.28_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.03.28_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.03.28_LiverpoolMercuryetc_0006,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.03.28_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.03.28_TheBelfastNews-Letter_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.03.28_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.28_TheLeedsMercury_0001,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.28_TheLeedsMercury_0004,1882.02.28_LiverpoolMercuryetc_0006
1882.03.28_TheLeedsMercury_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.03.28_WesternMail_0004,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.03.29_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.03.29_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.03.29_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.03.29_BirminghamDailyPost_0005,1882.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.03.29_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.29_DailyNews_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.03.29_GlasgowHerald_0005,1882.02.22_LiverpoolMercuryetc_0008
1882.03.29_LiverpoolMercuryetc_0006,1882.02.01_TheLeedsMercury_0004
1882.03.29_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.03.29_TheBelfastNews-Letter_0001,1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.03.29_TheBelfastNews-Letter_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.03.29_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.03.29_TheDerbyMercury_0004,1882.02.25_Jackson'sOxfordJournal_0003
1882.03.29_TheDerbyMercury_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.29_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.29_TheLeedsMercury_0006,1882.02.22_LiverpoolMercuryetc_0008
1882.03.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.03.29_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.03.30_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.03.30_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.30_DailyNews_0003,1882.02.27_LiverpoolMercuryetc_0008
1882.03.30_GlasgowHerald_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.03.30_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.03.30_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.30_TheBelfastNews-Letter_0003,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.03.30_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.03.30_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.03.30_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.30_TheLeedsMercury_0004,1882.02.25_LiverpoolMercuryetc_0006
1882.03.30_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.03.30_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.03.31_AberdeenWeeklyJournal_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.03.31_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.03.31_DailyNews_0007,1882.02.11_GlasgowHerald_0003
1882.03.31_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.03.31_Freeman'sJournalandDailyCommercialAdvertiser_0005,1882.02.02_BirminghamDailyPost_0005
1882.03.31_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.03.31_LiverpoolMercuryetc_0007,1882.02.21_TheBelfastNews-Letter_0002
1882.03.31_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.03.31_NorthernEcho_0002,1882.02.20_TheBelfastNews-Letter_0006
1882.03.31_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.03.31_TheBristolMercuryandDailyPost_0007,1882.02.25_TheBelfastNews-Letter_0006
1882.03.31_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.03.31_TheHullPacketandEastRidingTimes_0004,1882.02.11_TheIpswichJournal_0006
1882.03.31_TheLeedsMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.03.31_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.03.31_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.04.01_AberdeenWeeklyJournal_0004,1882.02.24_LiverpoolMercuryetc_0008
1882.04.01_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.04.01_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.14_TheBelfastNews-Letter_0006
1882.04.01_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.03_TheBelfastNews-Letter_0008
1882.04.01_GlasgowHerald_0002,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.04.01_GlasgowHerald_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.04.01_HampshireTelegraphandSussexChronicleetc_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.04.01_HampshireTelegraphandSussexChronicleetc_0006,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.04.01_HampshireTelegraphandSussexChronicleetc_0007,1882.02.27_TheLeedsMercury_0003
1882.04.01_Jackson'sOxfordJournal_0002,1882.02.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.04.01_LiverpoolMercuryetc_0006,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.04.01_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.04.01_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.04.01_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.04.01_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.04.01_TheBristolMercuryandDailyPost_S0007,1882.02.15_LiverpoolMercuryetc_0008
1882.04.01_TheIpswichJournal_0002,1882.02.18_Jackson'sOxfordJournal_0002
1882.04.01_TheIpswichJournal_0004,1882.02.11_Jackson'sOxfordJournal_0003
1882.04.01_TheIpswichJournal_0006,1882.02.04_Jackson'sOxfordJournal_0002
1882.04.01_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0006
1882.04.01_TheLeedsMercury_0009,1882.02.04_LiverpoolMercuryetc_0008
1882.04.01_TheLeedsMercury_0011,1882.02.25_Jackson'sOxfordJournal_0002
1882.04.01_ThePallMallGazette_0016,1882.02.01_TheBristolMercuryandDailyPost_0002
1882.04.01_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.04.01_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.04.02_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.04.03_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.04.03_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.14_TheBelfastNews-Letter_0006
1882.04.03_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.04.03_GlasgowHerald_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.04.03_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.04.03_TheBelfastNews-Letter_0006,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.04.03_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.04.03_TheLeedsMercury_0003,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.04.03_TheLeedsMercury_0004,1882.02.06_LiverpoolMercuryetc_0006
1882.04.03_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.04.03_WesternMail_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.04.04_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.04.04_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.04.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_TheBelfastNews-Letter_0006
1882.04.04_GlasgowHerald_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.04.04_LiverpoolMercuryetc_0006,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.04.04_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.04.04_TheBelfastNews-Letter_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.04.04_TheBristolMercuryandDailyPost_0002,1882.02.25_TheIpswichJournal_0006
1882.04.04_TheBristolMercuryandDailyPost_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.04.04_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.04.04_TheLeedsMercury_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.04.04_TheLeedsMercury_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.04.04_WesternMail_0004,1882.02.14_LiverpoolMercuryetc_0008
